grid_cell,grid_lat,grid_lon,volume,impact
"12.81947,77.68681",12.819469,77.686808,52,188.0
"13.0026,77.52537",13.002605,77.525369,51,188.0
"12.92799,77.67989",12.927994,77.679889,94,188.0
"12.90991,77.64299",12.909906,77.642989,94,188.0
"12.96191,77.58764",12.961908,77.587638,60,186.0
"12.98452,77.73293",12.984517,77.732934,91,186.0
"12.94156,77.74677",12.941559,77.746771,59,186.0
"13.02069,77.53229",13.020692,77.532288,83,186.0
"12.94834,77.57611",12.948342,77.576107,62,186.0
"12.98678,77.73524",12.986778,77.73524,81,185.5
"12.93026,77.60378",12.930255,77.603782,87,184.5
"13.14278,77.61762",13.142782,77.61762,88,184.5
"12.97321,77.62454",12.973213,77.624539,73,183.5
"12.93704,77.59225",12.937038,77.592251,91,182.0
"12.98678,77.55766",12.986778,77.557657,60,180.0
"12.93478,77.6084",12.934777,77.608395,33,180.0
"12.87599,77.6453",12.875993,77.645295,90,180.0
"12.92121,77.58072",12.921211,77.58072,60,180.0
"13.00939,77.58303",13.009387,77.583026,50,179.0
"12.89634,77.63376",12.896341,77.633764,89,179.0
"12.92347,77.6084",12.923472,77.608395,42,179.0
"12.98226,77.61301",12.982256,77.613007,88,178.5
"12.96191,77.6476",12.961908,77.647601,89,178.0
"12.92573,77.59686",12.925733,77.596863,35,177.0
"12.95965,77.63838",12.959647,77.638376,59,177.0
"12.91669,77.57841",12.916689,77.578413,52,177.0
"12.91443,77.58533",12.914428,77.585332,54,177.0
"12.94834,77.52076",12.948342,77.520756,47,176.5
"13.02069,77.63838",13.020692,77.638376,87,176.5
"13.05461,77.50692",13.054606,77.506919,87,174.0
"12.97773,77.59225",12.977734,77.592251,53,174.0
"12.95512,77.54612",12.955125,77.546125,46,174.0
"12.94608,77.58764",12.946081,77.587638,83,173.5
"12.98,77.62684",12.979995,77.626845,47,173.5
"12.95739,77.65452",12.957386,77.65452,56,173.0
"12.97095,77.71218",12.970952,77.712177,70,172.5
"12.97547,77.55535",12.975473,77.555351,69,172.5
"12.90312,77.58533",12.903124,77.585332,48,171.0
"12.97547,77.52998",12.975473,77.529982,54,171.0
"12.95512,77.54382",12.955125,77.543819,39,171.0
"12.81721,77.68911",12.817208,77.689114,66,171.0
"12.90086,77.67528",12.900863,77.675277,85,170.0
"12.98226,77.57841",12.982256,77.578413,55,169.5
"12.90538,77.58994",12.905385,77.589945,49,168.5
"13.00034,77.59456",13.000344,77.594557,83,168.5
"12.99808,77.55535",12.998083,77.555351,56,168.0
"12.89408,77.59917",12.89408,77.59917,84,168.0
"12.92347,77.63146",12.923472,77.631458,68,168.0
"12.97321,77.60378",12.973213,77.603782,83,168.0
"12.92121,77.58533",12.921211,77.585332,47,167.5
"12.92347,77.69373",12.923472,77.693727,50,166.0
"13.09756,77.57611",13.097564,77.576107,83,166.0
"12.97773,77.63607",12.977734,77.63607,69,165.5
"12.99582,77.6084",12.995822,77.608395,80,165.0
"13.18348,77.68681",13.183479,77.686808,81,164.5
"13.03652,77.58764",13.036519,77.587638,82,164.0
"12.90765,77.53229",12.907646,77.532288,39,164.0
"13.18348,77.6822",13.183479,77.682196,82,164.0
"12.92799,77.69373",12.927994,77.693727,58,163.5
"13.00713,77.57841",13.007126,77.578413,59,163.0
"13.03652,77.5738",13.036519,77.573801,80,162.5
"12.96417,77.54151",12.964169,77.541513,81,162.0
"12.96643,77.65683",12.96643,77.656827,78,161.0
"12.96643,77.56919",12.96643,77.569188,47,159.0
"13.00034,77.52537",13.000344,77.525369,47,159.0
"12.99356,77.69834",12.993561,77.698339,69,159.0
"12.95965,77.63376",12.959647,77.633764,53,159.0
"12.93704,77.62684",12.937038,77.626845,78,158.5
"12.95965,77.59456",12.959647,77.594557,52,156.0
"12.99582,77.53921",12.995822,77.539207,52,156.0
"12.99356,77.6107",12.993561,77.610701,78,156.0
"12.9913,77.55535",12.9913,77.555351,52,156.0
"13.05913,77.57611",13.059128,77.576107,77,156.0
"12.97773,77.71218",12.977734,77.712177,44,155.5
"13.18348,77.6845",13.183479,77.684502,77,155.0
"12.95965,77.64068",12.959647,77.640683,44,153.0
"12.91895,77.6084",12.91895,77.608395,51,153.0
"13.00487,77.55304",13.004866,77.553044,50,153.0
"12.95965,77.5738",12.959647,77.573801,51,153.0
"12.97321,77.56458",12.973213,77.564576,46,153.0
"12.88051,77.59456",12.880514,77.594557,76,152.0
"12.98452,77.57841",12.984517,77.578413,47,151.5
"12.9913,77.5738",12.9913,77.573801,75,151.0
"13.00487,77.61993",13.004866,77.619926,68,151.0
"12.95512,77.73063",12.955125,77.730627,59,150.5
"13.06139,77.59225",13.061389,77.592251,70,150.5
"12.97547,77.57149",12.975473,77.571494,45,150.0
"12.90991,77.55074",12.909906,77.550738,40,150.0
"12.95739,77.57841",12.957386,77.578413,48,148.5
"12.90538,77.57149",12.905385,77.571494,46,147.0
"12.98226,77.59686",12.982256,77.596863,48,147.0
"13.08174,77.63607",13.081737,77.63607,51,147.0
"12.96191,77.59917",12.961908,77.59917,49,147.0
"13.02521,77.58533",13.025214,77.585332,73,146.0
"12.97547,77.61993",12.975473,77.619926,62,145.0
"13.06365,77.58533",13.06365,77.585332,69,145.0
"12.94382,77.52768",12.94382,77.527675,36,144.0
"12.96869,77.58533",12.968691,77.585332,46,144.0
"12.96417,77.55074",12.964169,77.550738,72,144.0
"12.92121,77.64991",12.921211,77.649908,72,144.0
"12.98452,77.58764",12.984517,77.587638,47,144.0
"13.00487,77.59225",13.004866,77.592251,68,143.5
"12.9393,77.69603",12.939299,77.696033,44,143.0
"12.93478,77.70295",12.934777,77.702952,49,143.0
"13.0953,77.59686",13.095303,77.596863,71,142.0
"12.92347,77.67297",12.923472,77.67297,62,142.0
"12.96643,77.6476",12.96643,77.647601,42,141.5
"13.24452,77.71218",13.244524,77.712177,63,141.0
"12.96191,77.55766",12.961908,77.557657,35,141.0
"12.95512,77.58072",12.955125,77.58072,40,141.0
"12.96417,77.54843",12.964169,77.548432,64,140.5
"12.8873,77.63838",12.887297,77.638376,69,140.5
"12.98,77.56227",12.979995,77.562269,48,139.0
"13.07043,77.63146",13.070432,77.631458,40,138.5
"12.94834,77.57149",12.948342,77.571494,46,138.0
"12.95965,77.58764",12.959647,77.587638,43,138.0
"12.97547,77.59917",12.975473,77.59917,68,138.0
"12.98226,77.75138",12.982256,77.751384,50,137.5
"13.01617,77.55766",13.01617,77.557657,58,137.0
"12.92573,77.63146",12.925733,77.631458,57,136.5
"13.03878,77.51614",13.038779,77.516144,62,136.5
"12.95286,77.58072",12.952864,77.58072,34,136.5
"12.9506,77.52076",12.950603,77.520756,32,136.5
"12.9913,77.65913",12.9913,77.659133,68,136.0
"12.98904,77.50692",12.989039,77.506919,61,135.5
"12.96191,77.58994",12.961908,77.589945,43,135.0
"12.94834,77.57841",12.948342,77.578413,43,135.0
"12.9393,77.56919",12.939299,77.569188,45,135.0
"12.95739,77.56919",12.957386,77.569188,44,135.0
"12.95739,77.64299",12.957386,77.642989,67,134.0
"12.96643,77.64991",12.96643,77.649908,44,134.0
"12.9913,77.6084",12.9913,77.608395,64,133.0
"12.95965,77.60148",12.959647,77.601476,44,132.0
"12.96869,77.58994",12.968691,77.589945,44,132.0
"12.95512,77.56688",12.955125,77.566882,36,132.0
"12.93704,77.60148",12.937038,77.601476,39,132.0
"12.91443,77.64991",12.914428,77.649908,66,132.0
"12.96869,77.74908",12.968691,77.749077,39,131.5
"12.96643,77.56688",12.96643,77.566882,42,131.0
"12.94382,77.52537",12.94382,77.525369,39,130.5
"13.01391,77.52998",13.013909,77.529982,50,130.0
"12.95512,77.69834",12.955125,77.698339,46,129.5
"13.05461,77.54612",13.054606,77.546125,63,128.5
"12.99582,77.55766",12.995822,77.557657,57,128.0
"12.99808,77.67297",12.998083,77.67297,61,128.0
"12.86921,77.65683",12.86921,77.656827,39,128.0
"13.12017,77.63146",13.120173,77.631458,40,127.5
"12.94608,77.52306",12.946081,77.523063,27,127.0
"12.94382,77.69834",12.94382,77.698339,31,127.0
"12.9393,77.6084",12.939299,77.608395,44,127.0
"12.99582,77.57149",12.995822,77.571494,63,126.0
"12.96869,77.6084",12.968691,77.608395,63,126.0
"12.96869,77.58072",12.968691,77.58072,42,126.0
"12.92573,77.61531",12.925733,77.615314,39,126.0
"12.97547,77.54843",12.975473,77.548432,41,126.0
"12.94608,77.56919",12.946081,77.569188,42,126.0
"12.98452,77.60609",12.984517,77.606089,63,126.0
"12.95739,77.55766",12.957386,77.557657,25,126.0
"13.05913,77.64991",13.059128,77.649908,63,126.0
"12.83982,77.64991",12.839818,77.649908,60,125.0
"12.95739,77.65913",12.957386,77.659133,35,125.0
"12.97773,77.60378",12.977734,77.603782,40,124.5
"12.91669,77.64991",12.916689,77.649908,62,124.0
"12.91669,77.67297",12.916689,77.67297,55,123.5
"12.95739,77.57149",12.957386,77.571494,36,123.0
"12.93026,77.69603",12.930255,77.696033,44,123.0
"12.98226,77.5738",12.982256,77.573801,34,123.0
"13.04782,77.49539",13.047823,77.495387,35,122.5
"12.97321,77.6107",12.973213,77.610701,59,121.5
"12.90538,77.54612",12.905385,77.546125,34,120.5
"12.97547,77.62454",12.975473,77.624539,32,120.0
"12.95286,77.57149",12.952864,77.571494,40,120.0
"12.98678,77.59225",12.986778,77.592251,43,120.0
"13.01843,77.59225",13.018431,77.592251,60,120.0
"12.95512,77.70756",12.955125,77.707565,60,120.0
"12.92347,77.5738",12.923472,77.573801,40,120.0
"13.02748,77.5369",13.027475,77.5369,41,119.5
"12.96191,77.71448",12.961908,77.714483,59,118.0
"12.90538,77.54151",12.905385,77.541513,59,118.0
"13.04556,77.57149",13.045562,77.571494,59,118.0
"12.99356,77.60609",12.993561,77.606089,49,118.0
"12.99808,77.57149",12.998083,77.571494,59,118.0
"12.89408,77.65683",12.89408,77.656827,50,117.5
"12.94156,77.62223",12.941559,77.622232,55,117.5
"12.91217,77.57149",12.912167,77.571494,39,117.0
"12.95965,77.57149",12.959647,77.571494,35,117.0
"12.95965,77.57841",12.959647,77.578413,39,117.0
"12.97547,77.55074",12.975473,77.550738,38,117.0
"12.97773,77.54843",12.977734,77.548432,39,117.0
"12.91895,77.59917",12.91895,77.59917,37,117.0
"12.9913,77.59225",12.9913,77.592251,58,116.0
"12.89408,77.67528",12.89408,77.675277,58,116.0
"13.05234,77.76061",13.052345,77.760609,42,115.5
"12.97547,77.63838",12.975473,77.638376,55,115.0
"12.93704,77.53229",12.937038,77.532288,55,115.0
"12.99582,77.61531",12.995822,77.615314,57,114.0
"12.97321,77.58303",12.973213,77.583026,38,114.0
"12.95739,77.55535",12.957386,77.555351,24,114.0
"12.95286,77.54382",12.952864,77.543819,34,114.0
"13.06365,77.58994",13.06365,77.589945,56,114.0
"12.96643,77.58303",12.96643,77.583026,38,114.0
"12.98678,77.60148",12.986778,77.601476,57,114.0
"12.92121,77.6084",12.921211,77.608395,28,113.5
"13.0026,77.756",13.002605,77.755996,50,112.5
"12.99808,77.67758",12.998083,77.677583,31,112.0
"12.98904,77.6084",12.989039,77.608395,47,111.5
"12.90086,77.59225",12.900863,77.592251,52,111.5
"12.90991,77.6845",12.909906,77.684502,52,111.5
"12.96643,77.74908",12.96643,77.749077,32,111.5
"12.97547,77.55304",12.975473,77.553044,37,111.0
"12.98226,77.55766",12.982256,77.557657,36,111.0
"12.97321,77.54151",12.973213,77.541513,37,111.0
"13.06591,77.59225",13.065911,77.592251,53,111.0
"12.99808,77.52306",12.998083,77.523063,33,111.0
"12.96869,77.69834",12.968691,77.698339,44,110.5
"13.01391,77.55535",13.013909,77.555351,41,110.5
"12.88051,77.64299",12.880514,77.642989,55,110.0
"13.05008,77.49308",13.050084,77.493081,55,110.0
"12.9506,77.5369",12.950603,77.5369,22,109.5
"13.01165,77.62454",13.011648,77.624539,52,109.0
"13.01391,77.52768",13.013909,77.527675,29,109.0
"13.01391,77.49078",13.013909,77.490775,53,108.5
"12.93704,77.69373",12.937038,77.693727,45,108.5
"13.09078,77.59225",13.090781,77.592251,54,108.0
"12.96869,77.59917",12.968691,77.59917,36,108.0
"12.97095,77.53459",12.970952,77.534594,36,108.0
"12.95965,77.55766",12.959647,77.557657,24,108.0
"12.96191,77.55535",12.961908,77.555351,32,108.0
"13.18122,77.6822",13.181218,77.682196,54,108.0
"12.98,77.64991",12.979995,77.649908,51,107.0
"13.02069,77.58303",13.020692,77.583026,37,106.5
"12.98226,77.70756",12.982256,77.707565,47,106.5
"13.04782,77.49769",13.047823,77.497694,42,106.5
"13.032,77.62223",13.031997,77.622232,53,106.0
"12.96643,77.54382",12.96643,77.543819,53,106.0
"13.01617,77.58994",13.01617,77.589945,53,106.0
"12.98904,77.60378",12.989039,77.603782,39,105.5
"12.97095,77.6476",12.970952,77.647601,30,105.0
"12.94382,77.57841",12.94382,77.578413,35,105.0
"12.98226,77.52768",12.982256,77.527675,51,104.5
"12.91443,77.63607",12.914428,77.63607,51,104.5
"12.92121,77.66605",12.921211,77.666052,51,104.5
"12.97095,77.59917",12.970952,77.59917,43,104.0
"12.90991,77.64991",12.909906,77.649908,52,104.0
"12.97773,77.65221",12.977734,77.652214,52,104.0
"12.98,77.69373",12.979995,77.693727,30,103.0
"12.96643,77.58072",12.96643,77.58072,36,102.0
"13.03426,77.5738",13.034258,77.573801,51,102.0
"12.91895,77.64299",12.91895,77.642989,51,102.0
"12.89408,77.59686",12.89408,77.596863,51,102.0
"13.0026,77.66144",13.002605,77.661439,51,102.0
"13.03426,77.73524",13.034258,77.73524,41,101.5
"13.07043,77.63376",13.070432,77.633764,37,101.5
"12.92121,77.66836",12.921211,77.668358,45,101.0
"12.94834,77.53459",12.948342,77.534594,29,100.5
"12.8873,77.55996",12.887297,77.559963,50,100.0
"12.8873,77.64068",12.887297,77.640683,50,100.0
"13.02521,77.54382",13.025214,77.543819,45,100.0
"12.90765,77.64299",12.907646,77.642989,50,100.0
"12.96869,77.56688",12.968691,77.566882,34,100.0
"12.99808,77.61762",12.998083,77.61762,50,100.0
"12.92799,77.6822",12.927994,77.682196,50,100.0
"12.95512,77.71679",12.955125,77.71679,39,99.0
"12.96643,77.58994",12.96643,77.589945,25,99.0
"12.98452,77.70756",12.984517,77.707565,33,98.5
"12.87373,77.59456",12.873732,77.594557,49,98.0
"12.96869,77.54612",12.968691,77.546125,33,98.0
"12.90991,77.47924",12.909906,77.479244,36,98.0
"12.94156,77.52537",12.941559,77.525369,28,98.0
"12.9506,77.59456",12.950603,77.594557,32,97.5
"12.90991,77.57611",12.909906,77.576107,31,97.5
"12.97547,77.56227",12.975473,77.562269,30,97.5
"12.88278,77.75138",12.882775,77.751384,37,97.5
"12.88956,77.56227",12.889558,77.562269,46,97.0
"12.90312,77.64068",12.903124,77.640683,48,96.0
"12.99808,77.56688",12.998083,77.566882,48,96.0
"12.91443,77.67297",12.914428,77.67297,48,96.0
"12.91669,77.58533",12.916689,77.585332,27,96.0
"12.93026,77.61301",12.930255,77.613007,31,96.0
"12.99808,77.54612",12.998083,77.546125,32,96.0
"12.94608,77.52998",12.946081,77.529982,18,96.0
"12.8986,77.58533",12.898602,77.585332,45,95.0
"12.88278,77.59686",12.882775,77.596863,47,94.0
"12.93704,77.69142",12.937038,77.691421,37,94.0
"12.91217,77.67528",12.912167,77.675277,47,94.0
"12.87373,77.67066",12.873732,77.670664,35,93.5
"12.97321,77.57149",12.973213,77.571494,29,93.0
"12.96869,77.58303",12.968691,77.583026,29,93.0
"13.05913,77.58533",13.059128,77.585332,43,92.0
"12.81721,77.68681",12.817208,77.686808,37,91.5
"12.90991,77.58764",12.909906,77.587638,28,91.5
"12.98678,77.6084",12.986778,77.608395,43,91.0
"12.99356,77.65221",12.993561,77.652214,23,91.0
"13.05461,77.76292",13.054606,77.762915,34,90.5
"12.89182,77.56688",12.891819,77.566882,45,90.0
"12.95286,77.57841",12.952864,77.578413,30,90.0
"13.00939,77.69142",13.009387,77.691421,45,90.0
"12.96869,77.57149",12.968691,77.571494,27,90.0
"12.93026,77.57841",12.930255,77.578413,25,90.0
"12.9393,77.57611",12.939299,77.576107,30,90.0
"13.00034,77.61301",13.000344,77.613007,45,90.0
"13.0433,77.50461",13.043301,77.504613,45,90.0
"12.94382,77.58533",12.94382,77.585332,36,89.5
"12.98904,77.68681",12.989039,77.686808,29,89.5
"13.02521,77.7191",13.025214,77.719096,43,88.5
"12.96643,77.60148",12.96643,77.601476,18,88.5
"13.00487,77.52768",13.004866,77.527675,23,88.5
"13.01843,77.5369",13.018431,77.5369,43,88.5
"13.06817,77.62454",13.068172,77.624539,43,88.5
"12.96643,77.54612",12.96643,77.546125,44,88.0
"12.93252,77.63146",12.932516,77.631458,44,88.0
"12.82173,77.6845",12.82173,77.684502,24,88.0
"13.00939,77.50461",13.009387,77.504613,44,88.0
"12.9913,77.60609",12.9913,77.606089,31,88.0
"12.92347,77.58303",12.923472,77.583026,29,87.0
"12.91443,77.61531",12.914428,77.615314,29,87.0
"12.94834,77.60378",12.948342,77.603782,28,87.0
"12.96417,77.59686",12.964169,77.596863,28,87.0
"12.96643,77.54151",12.96643,77.541513,43,86.0
"12.93704,77.74447",12.937038,77.744465,25,86.0
"13.01843,77.55304",13.018431,77.553044,33,84.5
"13.05461,77.53459",13.054606,77.534594,41,84.5
"13.00034,77.63146",13.000344,77.631458,41,84.5
"12.9913,77.6107",12.9913,77.610701,42,84.0
"12.96191,77.5738",12.961908,77.573801,28,84.0
"12.89408,77.63607",12.89408,77.63607,42,84.0
"12.90991,77.58303",12.909906,77.583026,28,84.0
"12.99582,77.55304",12.995822,77.553044,27,84.0
"12.93704,77.58533",12.937038,77.585332,36,84.0
"12.97773,77.53921",12.977734,77.539207,28,84.0
"13.04104,77.61301",13.04104,77.613007,30,83.5
"13.01617,77.54843",13.01617,77.548432,40,83.5
"12.99808,77.67066",12.998083,77.670664,33,83.5
"13.0026,77.59225",13.002605,77.592251,35,82.5
"12.99582,77.55996",12.995822,77.559963,40,82.5
"12.97321,77.61762",12.973213,77.61762,37,82.5
"12.97321,77.50692",12.973213,77.506919,41,82.0
"12.92347,77.63376",12.923472,77.633764,41,82.0
"12.99582,77.58072",12.995822,77.58072,29,82.0
"12.98,77.64068",12.979995,77.640683,22,81.5
"12.98,77.59456",12.979995,77.594557,26,81.0
"12.98452,77.58072",12.984517,77.58072,25,81.0
"13.00939,77.54151",13.009387,77.541513,39,81.0
"12.92121,77.57841",12.921211,77.578413,27,81.0
"12.95965,77.53229",12.959647,77.532288,24,81.0
"12.98226,77.63838",12.982256,77.638376,28,81.0
"12.95739,77.59225",12.957386,77.592251,27,81.0
"13.01617,77.55535",13.01617,77.555351,29,80.5
"12.90538,77.69373",12.905385,77.693727,40,80.0
"12.9913,77.66375",12.9913,77.663745,40,80.0
"12.84886,77.65683",12.848861,77.656827,40,80.0
"12.88051,77.6453",12.880514,77.645295,40,80.0
"12.91669,77.5",12.916689,77.5,40,80.0
"13.01843,77.58303",13.018431,77.583026,28,79.0
"12.97773,77.62915",12.977734,77.629151,22,79.0
"13.01391,77.54843",13.013909,77.548432,38,78.5
"13.00713,77.56688",13.007126,77.566882,39,78.0
"12.93704,77.74677",12.937038,77.746771,24,78.0
"12.91217,77.63838",12.912167,77.638376,39,78.0
"12.90991,77.54843",12.909906,77.548432,19,78.0
"12.95965,77.55535",12.959647,77.555351,23,78.0
"12.93478,77.59917",12.934777,77.59917,18,78.0
"12.98904,77.6107",12.989039,77.610701,39,78.0
"12.92121,77.61762",12.921211,77.61762,23,78.0
"12.93026,77.59225",12.930255,77.592251,39,78.0
"12.97321,77.55996",12.973213,77.559963,26,78.0
"12.99808,77.69142",12.998083,77.691421,39,78.0
"12.94608,77.56688",12.946081,77.566882,26,78.0
"12.96191,77.55074",12.961908,77.550738,32,77.5
"13.05687,77.46541",13.056867,77.465406,35,77.5
"12.90312,77.67528",12.903124,77.675277,36,77.0
"13.032,77.62684",13.031997,77.626845,38,77.0
"12.91217,77.47924",12.912167,77.479244,32,76.5
"12.90765,77.62684",12.907646,77.626845,37,76.5
"12.9393,77.61993",12.939299,77.619926,37,76.5
"12.85564,77.58764",12.855644,77.587638,38,76.0
"13.00034,77.756",13.000344,77.755996,38,76.0
"12.87147,77.59225",12.871471,77.592251,38,76.0
"12.92799,77.63146",12.927994,77.631458,36,75.5
"12.98226,77.58072",12.982256,77.58072,23,75.0
"12.98452,77.59686",12.984517,77.596863,21,75.0
"12.98678,77.58072",12.986778,77.58072,23,75.0
"12.90538,77.58533",12.905385,77.585332,21,75.0
"12.94156,77.60609",12.941559,77.606089,19,75.0
"12.90538,77.60148",12.905385,77.601476,20,75.0
"13.02748,77.55996",13.027475,77.559963,26,74.5
"12.87825,77.54382",12.878253,77.543819,36,74.5
"12.98452,77.47924",12.984517,77.479244,36,74.5
"12.99808,77.48847",12.998083,77.488469,36,74.5
"13.09756,77.58303",13.097564,77.583026,37,74.0
"12.88956,77.63607",12.889558,77.63607,37,74.0
"13.06817,77.52998",13.068172,77.529982,37,74.0
"12.97321,77.69603",12.973213,77.696033,22,74.0
"12.93704,77.55535",12.937038,77.555351,28,73.5
"12.97321,77.56227",12.973213,77.562269,24,73.5
"13.0026,77.70987",13.002605,77.709871,33,73.5
"12.94156,77.58303",12.941559,77.583026,28,73.5
"12.87599,77.54382",12.875993,77.543819,34,73.0
"12.86017,77.52768",12.860166,77.527675,29,73.0
"13.03426,77.73293",13.034258,77.732934,33,73.0
"12.87373,77.53921",12.873732,77.539207,29,72.5
"13.03652,77.62454",13.036519,77.624539,35,72.5
"12.95965,77.55304",12.959647,77.553044,13,72.0
"12.95512,77.65221",12.955125,77.652214,21,72.0
"12.94834,77.5738",12.948342,77.573801,24,72.0
"12.87599,77.59686",12.875993,77.596863,36,72.0
"12.97547,77.54612",12.975473,77.546125,23,72.0
"12.9913,77.71679",12.9913,77.71679,31,72.0
"12.95512,77.57149",12.955125,77.571494,24,72.0
"13.032,77.53229",13.031997,77.532288,36,72.0
"12.95965,77.56919",12.959647,77.569188,24,72.0
"12.93704,77.6084",12.937038,77.608395,22,72.0
"13.04782,77.5738",13.047823,77.573801,36,72.0
"12.95512,77.51614",12.955125,77.516144,27,71.5
"12.88278,77.54843",12.882775,77.548432,34,71.5
"13.05913,77.46079",13.059128,77.460793,33,71.0
"13.12017,77.61301",13.120173,77.613007,33,71.0
"13.02069,77.55074",13.020692,77.550738,23,71.0
"12.92121,77.58303",12.921211,77.583026,24,71.0
"13.04782,77.54612",13.047823,77.546125,23,71.0
"12.97095,77.56458",12.970952,77.564576,22,71.0
"13.04556,77.54151",13.045562,77.541513,19,70.5
"13.00487,77.58072",13.004866,77.58072,29,70.5
"12.97321,77.60148",12.973213,77.601476,34,70.5
"12.93252,77.62223",12.932516,77.622232,35,70.0
"13.06365,77.64991",13.06365,77.649908,30,70.0
"13.01843,77.70756",13.018431,77.707565,35,70.0
"13.00487,77.756",13.004866,77.755996,35,70.0
"12.83756,77.67758",12.837557,77.677583,35,70.0
"12.95965,77.56688",12.959647,77.566882,14,69.0
"12.90538,77.53229",12.905385,77.532288,17,69.0
"12.90538,77.59225",12.905385,77.592251,20,69.0
"12.91895,77.58072",12.91895,77.58072,23,69.0
"12.99808,77.62223",12.998083,77.622232,34,68.0
"12.90312,77.62915",12.903124,77.629151,34,68.0
"13.00713,77.61993",13.007126,77.619926,34,68.0
"12.91217,77.48616",12.912167,77.486162,15,67.5
"12.93252,77.69603",12.932516,77.696033,21,67.0
"13.02974,77.62223",13.029736,77.622232,33,67.0
"13.02295,77.54612",13.022953,77.546125,21,67.0
"12.9393,77.61762",12.939299,77.61762,22,66.5
"12.91669,77.66836",12.916689,77.668358,32,66.5
"12.94156,77.61993",12.941559,77.619926,32,66.5
"12.98,77.63838",12.979995,77.638376,19,66.5
"12.93252,77.6084",12.932516,77.608395,17,66.0
"12.96191,77.63838",12.961908,77.638376,11,66.0
"13.00034,77.55304",13.000344,77.553044,22,66.0
"12.98452,77.54612",12.984517,77.546125,22,66.0
"12.95286,77.58764",12.952864,77.587638,22,66.0
"12.91669,77.58303",12.916689,77.583026,22,66.0
"12.99808,77.59686",12.998083,77.596863,33,66.0
"12.96869,77.59686",12.968691,77.596863,22,66.0
"12.97773,77.58533",12.977734,77.585332,21,66.0
"12.90991,77.6822",12.909906,77.682196,33,66.0
"12.95512,77.59225",12.955125,77.592251,22,66.0
"12.96869,77.60378",12.968691,77.603782,21,64.5
"13.00487,77.56458",13.004866,77.564576,31,64.5
"12.9913,77.60378",12.9913,77.603782,31,64.5
"12.9913,77.59456",12.9913,77.594557,32,64.0
"12.99356,77.71679",12.993561,77.71679,27,64.0
"12.92573,77.61993",12.925733,77.619926,32,64.0
"12.9393,77.62454",12.939299,77.624539,32,64.0
"13.04782,77.54151",13.047823,77.541513,23,63.5
"12.96191,77.56919",12.961908,77.569188,15,63.0
"12.95739,77.65221",12.957386,77.652214,25,63.0
"12.98226,77.58533",12.982256,77.585332,21,63.0
"12.97095,77.54843",12.970952,77.548432,21,63.0
"12.97547,77.61301",12.975473,77.613007,30,62.5
"12.96191,77.54843",12.961908,77.548432,30,62.5
"12.95965,77.73063",12.959647,77.730627,25,62.5
"12.94834,77.52306",12.948342,77.523063,20,62.5
"13.02521,77.62684",13.025214,77.626845,21,62.0
"13.05461,77.59225",13.054606,77.592251,31,62.0
"12.90538,77.63838",12.905385,77.638376,31,62.0
"12.99808,77.6845",12.998083,77.684502,22,61.5
"12.91895,77.54151",12.91895,77.541513,19,61.5
"12.89634,77.67528",12.896341,77.675277,29,60.5
"13.06591,77.62915",13.065911,77.629151,19,60.5
"12.87373,77.54151",12.873732,77.541513,24,60.5
"13.02069,77.52998",13.020692,77.529982,19,60.5
"13.12017,77.6107",13.120173,77.610701,30,60.0
"12.8353,77.67758",12.835296,77.677583,30,60.0
"12.97321,77.59456",12.973213,77.594557,19,60.0
"12.96643,77.59456",12.96643,77.594557,17,60.0
"12.9913,77.71448",12.9913,77.714483,25,60.0
"12.94608,77.59225",12.946081,77.592251,20,60.0
"13.02748,77.58072",13.027475,77.58072,30,60.0
"12.93704,77.59686",12.937038,77.596863,20,60.0
"12.85338,77.66144",12.853383,77.661439,30,60.0
"13.00713,77.7583",13.007126,77.758303,30,60.0
"12.96417,77.56919",12.964169,77.569188,19,60.0
"12.98226,77.59456",12.982256,77.594557,20,60.0
"12.97773,77.50922",12.977734,77.509225,18,59.5
"12.99808,77.58303",12.998083,77.583026,26,59.5
"13.03426,77.56688",13.034258,77.566882,26,59.5
"12.93704,77.52076",12.937038,77.520756,27,59.0
"12.97095,77.6084",12.970952,77.608395,28,58.5
"13.04556,77.62684",13.045562,77.626845,29,58.0
"12.89182,77.59686",12.891819,77.596863,29,58.0
"13.18348,77.68911",13.183479,77.689114,29,58.0
"12.97773,77.69603",12.977734,77.696033,29,58.0
"12.87373,77.66836",12.873732,77.668358,24,58.0
"12.95739,77.65683",12.957386,77.656827,25,57.5
"12.95965,77.55074",12.959647,77.550738,19,57.0
"12.95965,77.74677",12.959647,77.746771,21,57.0
"12.96417,77.59456",12.964169,77.594557,13,57.0
"13.01165,77.69834",13.011648,77.698339,21,57.0
"12.9913,77.56688",12.9913,77.566882,26,57.0
"13.01843,77.65452",13.018431,77.65452,28,57.0
"12.92347,77.49769",12.923472,77.497694,17,56.5
"12.93704,77.61762",12.937038,77.61762,22,56.5
"12.95739,77.51614",12.957386,77.516144,13,56.0
"13.11791,77.6084",13.117912,77.608395,28,56.0
"12.98904,77.50461",12.989039,77.504613,28,56.0
"12.99808,77.52537",12.998083,77.525369,18,56.0
"13.12017,77.6084",13.120173,77.608395,28,56.0
"13.02069,77.65683",13.020692,77.656827,28,56.0
"12.96643,77.60609",12.96643,77.606089,25,56.0
